collection,product_id,title,sales_gbp_30d,demand_searches_mo,organic_sessions_30d,profit_margin,matched_condition,seo_priority
spider-light,15144754807170,5 Way Indoor Spider Lights Ceiling Hanging Pendant Lights~6300,0.0,880,1,N/A (COGS pending),6,Low
spider-light,8075991318778,6 Way Spider Lights Adjustable Cable With Swag Hook~5084,0.0,20,2,N/A (COGS pending),1,Low — flag for review
spider-light,7560398962938,Yellow Brass 2 Way Retro Industrial Ceiling E27 Hanging Lamp Pendant Light~3505,0.0,20,0,N/A (COGS pending),1,Low — flag for review
spider-light,15144403730818,Modern Industrial 5-Light Pendant Ceiling Fixture ~6390,0.0,720,0,N/A (COGS pending),6,Low
spider-light,8100560994554,Single Ceiling Pendant Lamp Swag Hanging Light ~ 5112,0.0,10,0,N/A (COGS pending),1,Low — flag for review
spider-light,7500897976570,5 Head Ceiling Pendant  for Any Roomt ~3397,0.0,,1,N/A (COGS pending),1/6 (demand unmapped; Low either way),Low — flag for review
spider-light,6635418910881,Multi Outlet 8 Way Ceiling Pendant Light For 2m PVC Cable~1571,0.0,0,0,N/A (COGS pending),1,Low — flag for review
spider-light,14903399973250,8 head Industrial Spider Light Pendant for Home Décor ~  5710,-1426.2,20,2,N/A (COGS pending),1,Low — flag for review
plugin-lighting,6898632065185,2M Plug-in Vintage E27 Dimmer Switch Fabric Pendant Light Holder with FREE BULB ~1267,683.3,1300,21,N/A (COGS pending),6,Low
plugin-lighting,7651373547770,4M Fabric Flex Cable Plug In Pendant Light Set E27 Bulb Holder ~3746,294.99,590,2,N/A (COGS pending),6,Low
plugin-lighting,5304784879777,Vintage Plug-In Pendant Kit E27 Dimmable Fabric Cord ~2177,160.35,20,7,N/A (COGS pending),1,Low — flag for review
plugin-lighting,8006154682618,LEDSone Plug-In Hanging Pendant Light with Inline Switch in Black & Hemp~4554,77.8,30,8,N/A (COGS pending),1,Low — flag for review
plugin-lighting,15172186145154,2m Plug in Pendant Light Hemp Rope with Dimmer ~6447,75.4,0,1,N/A (COGS pending),1,Low — flag for review
plugin-lighting,7651373940986,4M Fabric Flex Cable UK Brown Plug In Pendant Lamp Light Set E27 Bulb Holder+ switch~3750,72.45,0,2,N/A (COGS pending),1,Low — flag for review
plugin-lighting,8005812257018,E27 Plug in Hanging Ceiling Pendant light Fixture White lamp bulb Socket Cord~4547,54.35,0,4,N/A (COGS pending),1,Low — flag for review
plugin-lighting,6748528214177,Vintage Industrial Plug-In Pendant Light 4m Fabric Cord E27 ~1497,50.69,20,1,N/A (COGS pending),1,Low — flag for review
plugin-lighting,7652493328634,Vintage Plug-In Pendant Light with Dimmer E27~3749,49.92,20,3,N/A (COGS pending),1,Low — flag for review
plugin-lighting,8006161662202,Nordic Wood Table Lamp Base E27 Plug In with Switch~4557,47.8,880,5,N/A (COGS pending),6,Low
plugin-lighting,15309025640834,E27 Plug In Bohemian Pendant Light 4M Rope Swag Lamp  ~6758,45.19,20,2,N/A (COGS pending),1,Low — flag for review
plugin-lighting,8005820285178,Plug-In Pendant Light Fitting Kit E27 with Switch | 2m & 4.5m ~4548,42.76,30,19,N/A (COGS pending),1,Low — flag for review
plugin-lighting,5370613399713,Plug In Pendant with Switch Holder Lighting E27 Rubber Cable~2115,41.07,140,0,N/A (COGS pending),6,Low
plugin-lighting,5241118064801,Indoor 2m Cord plug in Wall light with Dimmer Switch ~2224,22.61,20,4,N/A (COGS pending),1,Low — flag for review
plugin-lighting,15346048663938,4m Long Swag Plug-in Pendant E27 With Swich  ~6813,17.99,20,1,N/A (COGS pending),1,Low — flag for review
plugin-lighting,6558586470561,Plug In Pendant Light | 2m Fabric Cable & Dimmer~1611,12.89,0,1,N/A (COGS pending),1,Low — flag for review
plugin-lighting,7651374039290,4m Fabric Cable UK Red Plug In Pendant Lamp Bulb Holder switch~3752,12.89,0,0,N/A (COGS pending),1,Low — flag for review
plugin-lighting,5827041820833,2m Plug In Fabric Lamp Cord 3 Core With On/Off Switch ~1923,10.99,210,2,N/A (COGS pending),6,Low
plugin-lighting,5370613203105,2m E27 Plug In Pendant Light Cable Kit with UK Plug Dimmer ~2116,7.76,0,0,N/A (COGS pending),1,Low — flag for review
plugin-lighting,7500851708154,Vintage Fabric 4m Flex Cable Plug in Pendant Lamp E27 Fitting~3395,0.0,90,1,N/A (COGS pending),1,Low — flag for review
plugin-lighting,5897318531233,Dimmer Switch 4m Rubber Cable Lamp Light Set With Shades ~1862,0.0,140,3,N/A (COGS pending),6,Low
plugin-lighting,6754501558433,Wall Plug-in lights Vintage Wall Sconce Lamp Rose Gold ~1453,0.0,20,0,N/A (COGS pending),1,Low — flag for review
plugin-lighting,15267741106562,Plug in Swag Pendant Light with Metal Shade On/ Off Switch ~6568,0.0,70,1,N/A (COGS pending),1,Low — flag for review
plugin-lighting,14927611789698,2m Plug-In Pendant Light with ON/OFF Switch E27 E14 Lamp Set ~ 5799,0.0,30,0,N/A (COGS pending),1,Low — flag for review
plugin-lighting,15172188242306,2m Black Plug In Wall Light with Dimmer ~6448,0.0,1300,2,N/A (COGS pending),6,Low
plugin-lighting,14895425978754,Modern Plugin Hanging Wall Light E27 with Switch 1.95m Cable ~ 5696,0.0,320,3,N/A (COGS pending),6,Low
plugin-lighting,15072994034050,4m Cord Plug In Pendant Ligh With On Off Swich ~6253,0.0,20,0,N/A (COGS pending),1,Low — flag for review
plugin-lighting,8006238404858,Vintage Black Table Lamp – E27 On/Off Switch~4563,0.0,10,1,N/A (COGS pending),1,Low — flag for review
plugin-lighting,15208545124738,Drum Plug in Pendant Lighting With Dimmer ~6495,0.0,20,0,N/A (COGS pending),1,Low — flag for review
plugin-lighting,14968061985154,Steampunk Water Pipe Desk Lamp Retro Plugin Lighting ~6091,0.0,20,2,N/A (COGS pending),1,Low — flag for review
plugin-lighting,7652493426938,4m Fabric Flex Cable Plug In Pendant Lamp E27 Bulb Holder switch~3751,0.0,0,0,N/A (COGS pending),1,Low — flag for review
plugin-lighting,7652493132026,Burgundy Braided Fabric Plug-in Pendant Light Kit 4m E27 Dimmable ~3745,0.0,30,1,N/A (COGS pending),1,Low — flag for review
plugin-lighting,8006250889466,Industrial Plug In Table Lamp Black E27 Holder Night Light~5490,0.0,720,1,N/A (COGS pending),6,Low
plugin-lighting,7652493558010,Vintage 4m Plug In Pendant Light Fabric Cord E27 Dimmable ~3753,0.0,260,2,N/A (COGS pending),6,Low
plugin-lighting,14933204926850,"Plug-in Pendant Light Kit | Dimmer, UK Plug, Flex Wire ~5913",0.0,30,0,N/A (COGS pending),1,Low — flag for review
table-lamps,8011075125498,Crow Table Lamp with Free E27 Bulb ~4780,559.34,20,11,N/A (COGS pending),1,Low — flag for review
table-lamps,8006161662202,Nordic Wood Table Lamp Base E27 Plug In with Switch~4557,47.8,880,5,N/A (COGS pending),6,Low
table-lamps,14882306818434,Conduit Pipe Table Lamp Kit with Dimmer Switch Steampunk Light -5651,20.89,20,1,N/A (COGS pending),1,Low — flag for review
table-lamps,8036170498298,Vintage style Plug in  Water Pipe Steampunk Desk Light Lamp  ~5016,14.91,20,1,N/A (COGS pending),1,Low — flag for review
table-lamps,8113198203130,Modern Minimalist Table Lamp E27 – Fabric Shade Ceramic Base~5160,0.0,140,1,N/A (COGS pending),6,Low
table-lamps,8113201152250,Bedside Reading Table Lamps Light~5161,0.0,50,2,N/A (COGS pending),1,Low — flag for review
table-lamps,8162234794234,Vintage Wire Cage Table Lamp Wooden Stand Plug-In E27~5308,0.0,20,0,N/A (COGS pending),1,Low — flag for review
table-lamps,4595341688928,Retro Industrial Steampunk Water Pipe Table Lamp E27~2260,0.0,0,0,N/A (COGS pending),1,Low — flag for review
table-lamps,8169463316730,Retro Wooden Stand Bedside Table Lamp E27 -5 Colors~5361,0.0,30,5,N/A (COGS pending),1,Low — flag for review
table-lamps,8167851229434,Metal Wire Cage Table Lamp Wooden Base E27 ~5358,0.0,20,0,N/A (COGS pending),1,Low — flag for review
table-lamps,4417295188064,Industrial Steampunk Water Pipe Table Lamp E27~2836,0.0,0,1,N/A (COGS pending),1,Low — flag for review
table-lamps,8017843192058,Hand-Cut Turkish Mosaic Glass Table Lamp – UK Plug – Antique Brass Base (E27)~4968,0.0,2900,4,N/A (COGS pending),3,High
table-lamps,7845306466554,Antique Brass Table Lamp Black Cage Design ~4076,0.0,720,4,N/A (COGS pending),6,Low
table-lamps,4595341361248,Vintage Retro Industrial Steampunk Desk Lamp-E27~2261,0.0,0,1,N/A (COGS pending),1,Low — flag for review
table-lamps,8167753285882,Antique Brass Bedside Table Lamp ~5353,0.0,720,0,N/A (COGS pending),6,Low
table-lamps,8225319387386,LEDSone Lampe de table Steampunk industrielle vintage avec abat-jour plat,0.0,,0,N/A (COGS pending),1/6 (demand unmapped; Low either way),Low — flag for review
table-lamps,8039353352442,Globe Handcrafted Mosaic Table Lamp E27 Multi-coloured Glass~5024,0.0,110,0,N/A (COGS pending),6,Low
table-lamps,8039341195514,Handcrafted Mosaic Glass Table Lamp E27 Socket ~5022,0.0,2900,0,N/A (COGS pending),3,High
table-lamps,8167120535802,Industrial Metal Wire Cage Table Lamp E27-6 Colors ~6545,0.0,20,0,N/A (COGS pending),1,Low — flag for review
table-lamps,8167143964922,Wooden Base Bedside Table Lamp E27-On/Off Switch ~5352,0.0,1600,1,N/A (COGS pending),6,Low
table-lamps,8039348633850,Colourful Mosaic Glass Table Lamp E27 Plug in Wooden Base~ 5023,0.0,2900,1,N/A (COGS pending),3,High
table-lamps,15286318072194,Vintage Glass Table Lamp with Wooden Base E27 ~6684,0.0,30,0,N/A (COGS pending),1,Low — flag for review
table-lamps,15288723046786,Turkish Mosaic Table Lamp Antique Brass Moroccan Bedside Light ~6703,0.0,110,0,N/A (COGS pending),6,Low
table-lamps,15288726880642,Turkish Mosaic Desk Lamp Swan Neck Antique Brass with LED Bulb ~6755,0.0,20,0,N/A (COGS pending),1,Low — flag for review
table-lamps,8006238404858,Vintage Black Table Lamp – E27 On/Off Switch~4563,0.0,10,1,N/A (COGS pending),1,Low — flag for review
table-lamps,15297582989698,Wooden Base Table Lamp with Crackle Glass Shade & E27 LED Bulb~ 6723,0.0,1600,0,N/A (COGS pending),6,Low
table-lamps,4436173848672,Best Steampunk Lamp Industrial Desk Table Light~2812,0.0,0,10,N/A (COGS pending),1,Low — flag for review
table-lamps,14968061985154,Steampunk Water Pipe Desk Lamp Retro Plugin Lighting ~6091,0.0,20,2,N/A (COGS pending),1,Low — flag for review
